frame_idx,x,y,z,yaw,pitch,roll,reprojection_error,process_time,avg_center_x,avg_center_y
265,180.94,-756.84,5214.58,-2.29,-4.56,175.24,0.49,0.0173,-1000000.00,-1000000.00
266,178.06,-756.36,5184.51,-3.99,-4.57,175.49,0.53,0.0184,-1000000.00,-1000000.00
267,174.47,-750.39,5178.55,-3.53,-3.02,175.55,0.56,0.0175,-1000000.00,-1000000.00
268,171.96,-749.81,5157.90,-3.63,-4.27,175.50,0.43,0.0211,-1000000.00,-1000000.00
269,166.37,-747.14,5136.09,-3.78,-3.27,175.50,0.53,0.0174,-1000000.00,-1000000.00
270,162.22,-746.67,5134.50,-3.48,-4.47,175.51,0.51,0.0186,-1000000.00,-1000000.00
271,158.61,-741.94,5101.45,-3.99,-4.43,175.58,0.45,0.0185,-1000000.00,-1000000.00
272,157.68,-743.14,5104.01,-4.00,-3.93,175.71,0.57,0.0178,-1000000.00,-1000000.00
273,150.19,-738.61,5094.53,-2.14,-3.01,175.46,0.64,0.0177,-1000000.00,-1000000.00
274,148.14,-739.49,5067.28,-3.00,-4.17,175.38,0.66,0.0185,-1000000.00,-1000000.00
275,146.67,-734.41,5046.36,-3.23,-3.20,175.45,0.70,0.0164,-1000000.00,-1000000.00
276,145.07,-733.98,5039.94,-2.53,-3.69,175.32,0.66,0.0171,-1000000.00,-1000000.00
277,141.15,-731.85,5019.93,-3.21,-4.53,175.65,0.64,0.0181,-1000000.00,-1000000.00
278,138.46,-727.63,4994.54,-3.02,-5.23,175.53,0.64,0.0175,-1000000.00,-1000000.00
279,131.93,-727.62,4983.22,-2.42,-4.16,175.34,0.56,0.0185,-1000000.00,-1000000.00
280,129.80,-725.67,4966.32,-2.69,-4.67,175.46,0.54,0.0185,-1000000.00,-1000000.00
281,125.46,-723.24,4939.03,-2.92,-4.92,175.66,0.53,0.0175,-1000000.00,-1000000.00
282,123.71,-721.31,4936.32,-3.24,-4.57,175.53,0.67,0.0184,-1000000.00,-1000000.00
283,121.33,-720.22,4917.16,-4.60,-3.78,175.54,0.46,0.0209,-1000000.00,-1000000.00
284,119.95,-719.69,4906.88,-4.36,-3.42,175.57,0.55,0.0218,-1000000.00,-1000000.00
285,117.41,-717.06,4879.15,-4.31,-3.52,175.48,0.47,0.0175,-1000000.00,-1000000.00
286,118.04,-712.88,4836.08,-3.77,-5.64,175.57,0.62,0.0201,-1000000.00,-1000000.00
287,115.31,-714.58,4843.00,-3.69,-5.09,175.59,0.62,0.0174,-1000000.00,-1000000.00
288,112.14,-711.35,4814.56,-4.00,-6.02,175.73,0.71,0.0181,-1000000.00,-1000000.00
289,110.57,-713.19,4810.74,-4.59,-4.72,175.71,0.67,0.0187,-1000000.00,-1000000.00
290,105.76,-708.54,4780.74,-3.86,-5.59,175.64,0.57,0.0175,-1000000.00,-1000000.00
291,104.44,-707.33,4766.09,-3.74,-5.24,175.53,0.73,0.0181,-1000000.00,-1000000.00
292,101.41,-705.18,4754.37,-3.72,-4.71,175.46,0.68,0.0172,-1000000.00,-1000000.00
293,99.38,-704.17,4726.62,-5.42,-5.53,175.69,0.71,0.0178,-1000000.00,-1000000.00
294,94.47,-701.92,4721.29,-3.84,-5.03,175.59,0.67,0.0190,-1000000.00,-1000000.00
295,92.81,-703.71,4714.06,-4.18,-5.61,175.56,0.75,0.0217,-1000000.00,-1000000.00
296,88.84,-700.30,4682.90,-4.49,-5.51,175.54,0.94,0.0172,-1000000.00,-1000000.00
297,86.60,-697.51,4671.05,-4.17,-5.56,175.56,0.78,0.0177,-1000000.00,-1000000.00
298,82.66,-693.93,4643.45,-4.29,-6.01,175.52,0.82,0.0176,-1000000.00,-1000000.00
299,80.19,-690.23,4622.54,-5.00,-6.54,175.71,0.81,0.0174,-1000000.00,-1000000.00
300,79.57,-693.37,4630.70,-5.34,-4.95,175.77,0.72,0.0219,-1000000.00,-1000000.00
301,77.29,-692.40,4608.56,-6.26,-6.19,175.98,0.75,0.0186,-1000000.00,-1000000.00
302,72.41,-687.98,4580.07,-4.91,-6.97,175.72,0.71,0.0190,-1000000.00,-1000000.00
303,71.24,-688.47,4572.31,-4.71,-6.23,175.62,0.70,0.0179,-1000000.00,-1000000.00
304,67.49,-684.70,4555.17,-4.74,-6.03,175.68,0.81,0.0181,-1000000.00,-1000000.00
305,66.26,-681.19,4523.27,-6.03,-6.09,176.02,0.81,0.0180,-1000000.00,-1000000.00
306,60.03,-680.71,4524.82,-4.66,-6.42,175.86,0.75,0.0183,-1000000.00,-1000000.00
307,59.33,-677.58,4514.97,-5.14,-4.67,175.66,0.85,0.0169,-1000000.00,-1000000.00
308,56.61,-674.52,4478.56,-4.35,-5.69,175.91,0.84,0.0182,-1000000.00,-1000000.00
309,54.37,-672.97,4477.69,-3.69,-5.32,175.67,0.76,0.0183,-1000000.00,-1000000.00
310,50.67,-668.91,4444.42,-4.87,-6.18,175.79,0.93,0.0180,-1000000.00,-1000000.00
311,50.42,-667.80,4440.10,-5.75,-5.76,175.86,0.72,0.0170,-1000000.00,-1000000.00
312,48.31,-667.06,4431.89,-5.30,-6.18,175.84,0.61,0.0178,-1000000.00,-1000000.00
313,45.57,-664.00,4412.64,-5.41,-4.74,175.83,0.74,0.0181,-1000000.00,-1000000.00
314,43.37,-665.13,4406.97,-4.76,-5.56,175.77,0.60,0.0171,-1000000.00,-1000000.00
315,38.96,-660.15,4377.21,-5.99,-4.95,175.97,0.63,0.0167,-1000000.00,-1000000.00
316,38.23,-658.13,4374.68,-6.28,-3.31,175.87,0.53,0.0179,-1000000.00,-1000000.00
317,35.16,-659.80,4365.79,-5.61,-4.02,175.86,0.63,0.0164,-1000000.00,-1000000.00
318,36.51,-655.20,4348.24,-6.40,-4.21,176.01,0.57,0.0180,-1000000.00,-1000000.00
319,33.22,-652.35,4319.67,-5.59,-4.33,175.81,0.63,0.0169,-1000000.00,-1000000.00
320,32.37,-651.98,4316.66,-5.60,-4.39,175.89,0.57,0.0170,-1000000.00,-1000000.00
321,29.43,-646.83,4283.22,-6.34,-4.15,175.97,0.69,0.0165,-1000000.00,-1000000.00
322,28.21,-646.65,4279.20,-5.83,-4.51,175.87,0.63,0.0191,-1000000.00,-1000000.00
323,24.15,-642.42,4242.75,-6.10,-4.50,175.98,0.61,0.0201,-1000000.00,-1000000.00
324,22.84,-642.57,4250.10,-5.55,-3.56,175.93,0.59,0.0184,-1000000.00,-1000000.00
325,18.44,-639.83,4223.90,-5.19,-4.56,175.85,0.77,0.0181,-1000000.00,-1000000.00
326,17.47,-639.19,4214.86,-4.98,-5.18,176.01,0.79,0.0182,-1000000.00,-1000000.00
327,16.84,-636.31,4195.07,-5.34,-4.17,176.01,0.74,0.0198,-1000000.00,-1000000.00
328,15.88,-633.72,4182.07,-5.16,-4.49,175.90,0.83,0.0195,-1000000.00,-1000000.00
329,13.65,-632.20,4162.51,-5.42,-4.77,175.92,0.78,0.0192,-1000000.00,-1000000.00
330,11.98,-632.76,4161.39,-5.39,-4.44,176.09,0.78,0.0175,-1000000.00,-1000000.00
331,5.93,-628.81,4134.40,-5.88,-4.42,176.30,0.77,0.0170,-1000000.00,-1000000.00
332,6.35,-624.95,4111.57,-6.41,-3.95,176.34,0.66,0.0166,-1000000.00,-1000000.00
333,7.80,-624.77,4099.04,-6.17,-4.53,176.23,0.62,0.0199,-1000000.00,-1000000.00
334,4.41,-622.64,4086.42,-5.99,-3.27,176.15,0.66,0.0172,-1000000.00,-1000000.00
335,4.20,-621.04,4080.29,-5.69,-3.57,175.97,0.63,0.0172,-1000000.00,-1000000.00
336,4.22,-618.86,4047.42,-6.51,-5.13,176.15,0.63,0.0173,-1000000.00,-1000000.00
337,4.65,-617.50,4040.48,-7.11,-3.90,176.19,0.67,0.0185,-1000000.00,-1000000.00
338,0.39,-615.53,4027.17,-5.68,-4.68,176.06,0.59,0.0185,-1000000.00,-1000000.00
339,-0.02,-615.13,4015.81,-6.14,-4.01,176.09,0.70,0.0201,-1000000.00,-1000000.00
340,-1.49,-609.40,3975.20,-6.03,-5.10,176.03,0.62,0.0161,-1000000.00,-1000000.00
341,-1.76,-609.94,3975.81,-5.75,-4.58,176.03,0.67,0.0177,-1000000.00,-1000000.00
342,-1.60,-607.34,3956.37,-6.78,-4.00,175.82,0.67,0.0203,-1000000.00,-1000000.00
343,-2.57,-605.52,3948.51,-6.48,-4.28,175.72,0.62,0.0173,-1000000.00,-1000000.00
344,-1.74,-605.11,3916.26,-6.35,-5.51,175.69,0.55,0.0202,-1000000.00,-1000000.00
345,-4.62,-602.25,3909.86,-5.72,-4.57,175.62,0.75,0.0163,-1000000.00,-1000000.00
346,-4.01,-599.89,3893.06,-6.34,-4.72,175.68,0.72,0.0176,-1000000.00,-1000000.00
347,-6.72,-600.13,3893.46,-5.04,-3.89,175.46,0.55,0.0184,-1000000.00,-1000000.00
348,-5.89,-591.69,3843.59,-5.66,-4.68,175.29,0.59,0.0206,-1000000.00,-1000000.00
349,-5.91,-591.17,3834.74,-6.54,-3.71,175.47,0.64,0.0175,-1000000.00,-1000000.00
350,-9.03,-591.96,3831.75,-5.52,-3.85,175.33,0.70,0.0184,-1000000.00,-1000000.00
351,-9.13,-589.97,3822.11,-6.23,-3.41,175.39,0.60,0.0180,-1000000.00,-1000000.00
352,-10.78,-586.66,3798.97,-5.92,-3.43,175.52,0.74,0.0189,-1000000.00,-1000000.00
353,-12.57,-587.39,3785.97,-5.54,-3.21,175.50,0.77,0.0169,-1000000.00,-1000000.00
354,-15.47,-583.02,3757.74,-6.22,-3.09,175.64,0.84,0.0179,-1000000.00,-1000000.00
355,-14.92,-584.95,3762.25,-6.02,-3.36,175.54,0.96,0.0208,-1000000.00,-1000000.00
356,-17.08,-580.07,3737.56,-5.13,-3.00,175.58,0.78,0.0188,-1000000.00,-1000000.00
357,-19.62,-578.18,3719.46,-5.40,-2.89,175.66,0.77,0.0172,-1000000.00,-1000000.00
358,-20.19,-575.56,3703.86,-6.23,-2.69,175.74,0.77,0.0183,-1000000.00,-1000000.00
359,-20.71,-573.44,3686.87,-7.08,-2.33,175.72,0.61,0.0188,-1000000.00,-1000000.00
360,-19.60,-569.95,3671.13,-6.63,-2.09,175.69,0.53,0.0179,-1000000.00,-1000000.00
361,-22.41,-566.10,3648.64,-5.64,-3.08,175.75,0.75,0.0191,-1000000.00,-1000000.00
362,-23.26,-563.95,3633.62,-6.16,-2.42,175.81,0.74,0.0200,-1000000.00,-1000000.00
363,-23.74,-563.13,3605.01,-6.04,-3.70,175.92,0.85,0.0171,-1000000.00,-1000000.00
364,-25.82,-560.90,3592.20,-5.97,-3.39,176.05,0.77,0.0191,-1000000.00,-1000000.00
365,-25.83,-559.02,3568.46,-6.40,-4.03,176.02,0.78,0.0180,-1000000.00,-1000000.00
366,-26.55,-558.65,3555.43,-6.27,-3.80,176.19,0.82,0.0174,-1000000.00,-1000000.00
367,-25.86,-554.64,3535.78,-6.79,-3.68,176.22,0.89,0.0171,-1000000.00,-1000000.00
368,-28.36,-554.16,3525.55,-6.23,-3.73,176.23,0.88,0.0187,-1000000.00,-1000000.00
369,-25.91,-553.29,3500.11,-7.05,-4.01,176.31,0.67,0.0180,-1000000.00,-1000000.00
370,-26.51,-552.28,3483.68,-6.92,-4.45,176.26,0.78,0.0163,-1000000.00,-1000000.00
371,-27.49,-551.21,3478.89,-5.95,-3.38,176.10,0.64,0.0181,-1000000.00,-1000000.00
372,-27.82,-550.05,3464.43,-6.14,-3.48,176.18,0.68,0.0180,-1000000.00,-1000000.00
373,-26.77,-547.29,3437.78,-6.90,-3.83,176.25,0.75,0.0190,-1000000.00,-1000000.00
374,-27.13,-546.75,3429.06,-7.12,-3.77,176.28,0.62,0.0158,-1000000.00,-1000000.00
375,-27.38,-544.37,3411.22,-6.70,-3.28,176.16,0.63,0.0180,-1000000.00,-1000000.00
376,-28.49,-543.53,3398.75,-6.05,-4.04,176.11,0.73,0.0197,-1000000.00,-1000000.00
377,-27.67,-539.45,3377.70,-7.36,-3.42,176.20,0.73,0.0179,-1000000.00,-1000000.00
378,-26.48,-538.47,3367.43,-7.12,-3.19,176.12,0.70,0.0183,-1000000.00,-1000000.00
379,-27.07,-537.35,3358.39,-7.12,-2.74,176.03,0.65,0.0178,-1000000.00,-1000000.00
380,-26.67,-535.99,3346.67,-7.41,-2.43,175.99,0.62,0.0172,-1000000.00,-1000000.00
381,-25.07,-532.74,3307.58,-6.54,-3.74,175.99,0.73,0.0190,-1000000.00,-1000000.00
382,-24.24,-533.78,3303.60,-6.10,-3.04,175.91,0.75,0.0172,-1000000.00,-1000000.00
383,-23.79,-529.47,3273.61,-6.23,-3.22,175.91,0.81,0.0170,-1000000.00,-1000000.00
384,-20.86,-526.09,3252.03,-6.97,-3.23,175.84,0.75,0.0173,-1000000.00,-1000000.00
385,-20.56,-523.23,3229.74,-7.02,-3.60,175.89,0.63,0.0171,-1000000.00,-1000000.00
386,-20.60,-521.40,3223.29,-6.91,-3.56,175.90,0.84,0.0181,-1000000.00,-1000000.00
387,-20.88,-520.91,3216.13,-6.63,-2.79,175.65,0.82,0.0170,-1000000.00,-1000000.00
388,-20.38,-521.74,3199.42,-7.49,-3.55,175.85,0.71,0.0165,-1000000.00,-1000000.00
389,-20.27,-519.38,3182.68,-6.87,-3.04,175.62,0.65,0.0192,-1000000.00,-1000000.00
390,-20.32,-517.78,3165.41,-6.15,-2.54,175.65,0.67,0.0176,-1000000.00,-1000000.00
391,-20.54,-517.58,3154.12,-6.41,-2.53,175.56,0.59,0.0172,-1000000.00,-1000000.00
392,-21.06,-514.40,3131.33,-6.28,-2.75,175.51,0.61,0.0203,-1000000.00,-1000000.00
393,-18.97,-513.39,3127.20,-6.48,-2.51,175.44,0.59,0.0185,-1000000.00,-1000000.00
394,-19.14,-511.92,3099.74,-6.57,-3.36,175.61,0.87,0.0180,-1000000.00,-1000000.00
395,-19.41,-509.85,3084.51,-6.22,-2.97,175.51,0.89,0.0174,-1000000.00,-1000000.00
396,-18.64,-505.45,3070.81,-6.82,-2.51,175.25,0.84,0.0176,-1000000.00,-1000000.00
397,-19.53,-505.50,3057.02,-6.40,-2.90,175.32,0.78,0.0181,-1000000.00,-1000000.00
398,-18.40,-502.24,3025.67,-6.51,-3.98,175.48,0.78,0.0170,-1000000.00,-1000000.00
399,-18.67,-501.87,3019.11,-5.68,-3.84,175.16,0.78,0.0180,-1000000.00,-1000000.00
400,-18.16,-498.03,2995.81,-6.42,-4.24,175.36,0.82,0.0171,-1000000.00,-1000000.00
401,-18.22,-498.06,2991.31,-6.39,-3.68,175.36,0.79,0.0182,-1000000.00,-1000000.00
402,-19.14,-494.55,2965.51,-6.36,-3.98,175.34,0.79,0.0193,-1000000.00,-1000000.00
403,-18.79,-491.60,2951.39,-7.09,-3.52,175.35,0.99,0.0169,-1000000.00,-1000000.00
404,-19.35,-488.97,2934.01,-6.94,-3.53,175.47,0.82,0.0219,-1000000.00,-1000000.00
405,-19.43,-487.64,2928.19,-7.33,-3.26,175.51,0.75,0.0227,-1000000.00,-1000000.00
406,-20.32,-482.82,2899.66,-7.27,-3.46,175.53,0.65,0.0169,-1000000.00,-1000000.00
407,-22.31,-481.39,2885.44,-7.37,-3.45,175.55,0.59,0.0240,-1000000.00,-1000000.00
408,-21.27,-478.04,2865.65,-8.08,-3.28,175.78,0.68,0.0197,-1000000.00,-1000000.00
409,-22.84,-475.69,2857.89,-7.61,-3.44,175.75,0.67,0.0188,-1000000.00,-1000000.00
410,-22.84,-474.53,2838.22,-6.93,-3.62,175.81,0.58,0.0182,-1000000.00,-1000000.00
411,-24.10,-472.46,2824.10,-7.60,-3.73,176.01,0.58,0.0203,-1000000.00,-1000000.00
412,-25.39,-472.24,2814.28,-7.40,-3.14,176.01,0.62,0.0165,-1000000.00,-1000000.00
413,-25.60,-469.08,2800.14,-7.55,-2.96,176.23,0.70,0.0186,-1000000.00,-1000000.00
414,-27.18,-466.56,2787.14,-7.00,-3.02,176.23,0.67,0.0196,-1000000.00,-1000000.00
415,-28.19,-464.74,2762.74,-6.77,-3.31,176.30,0.97,0.0182,-1000000.00,-1000000.00
416,-30.21,-464.28,2751.61,-5.87,-3.57,176.31,0.93,0.0176,-1000000.00,-1000000.00
417,-28.59,-461.49,2734.81,-7.00,-3.53,176.44,0.93,0.0184,-1000000.00,-1000000.00
418,-30.19,-459.20,2714.99,-6.33,-3.50,176.40,0.90,0.0180,-1000000.00,-1000000.00
419,-30.12,-457.93,2696.63,-6.53,-4.48,176.39,0.93,0.0168,-1000000.00,-1000000.00
420,-30.35,-456.24,2691.64,-6.29,-4.34,176.30,0.96,0.0191,-1000000.00,-1000000.00
421,-30.47,-453.02,2665.54,-5.84,-4.78,176.30,0.99,0.0176,-1000000.00,-1000000.00
422,-31.29,-450.38,2650.34,-5.91,-4.14,176.41,0.78,0.0182,-1000000.00,-1000000.00
423,-30.73,-448.23,2637.72,-5.80,-3.98,176.42,0.71,0.0162,-1000000.00,-1000000.00
424,-31.48,-445.26,2626.08,-6.27,-4.13,176.44,0.68,0.0189,-1000000.00,-1000000.00
425,-33.45,-442.37,2605.18,-6.46,-4.32,176.42,0.92,0.0176,-1000000.00,-1000000.00
426,-34.82,-439.68,2593.11,-6.47,-3.79,176.42,0.71,0.0187,-1000000.00,-1000000.00
427,-32.39,-435.88,2565.53,-7.54,-4.12,176.50,0.87,0.0178,-1000000.00,-1000000.00
428,-32.79,-433.97,2548.81,-7.36,-4.50,176.48,0.84,0.0187,-1000000.00,-1000000.00
429,-33.53,-432.09,2530.50,-7.33,-4.25,176.44,0.86,0.0178,-1000000.00,-1000000.00
430,-34.39,-430.84,2526.07,-6.99,-4.27,176.36,0.65,0.0207,-1000000.00,-1000000.00
431,-35.07,-428.15,2506.18,-6.52,-4.82,176.25,1.03,0.0186,-1000000.00,-1000000.00
432,-35.30,-426.53,2489.26,-6.47,-4.98,176.27,1.02,0.0219,-1000000.00,-1000000.00
433,-35.99,-424.24,2469.05,-6.67,-6.22,176.32,1.09,0.0196,-1000000.00,-1000000.00
434,-35.50,-421.82,2458.29,-6.16,-6.07,176.26,1.19,0.0176,-1000000.00,-1000000.00
435,-35.95,-418.95,2442.73,-5.99,-5.72,176.18,1.13,0.0180,-1000000.00,-1000000.00
436,-34.25,-416.64,2427.30,-6.33,-5.74,176.32,1.05,0.0170,-1000000.00,-1000000.00
437,-35.53,-414.78,2412.92,-6.93,-5.95,176.40,0.96,0.0170,-1000000.00,-1000000.00
438,-37.12,-411.47,2398.12,-6.60,-5.65,176.30,0.97,0.0184,-1000000.00,-1000000.00
439,-35.50,-409.11,2381.20,-7.16,-5.81,176.27,0.99,0.0210,-1000000.00,-1000000.00
440,-34.66,-407.51,2363.45,-7.47,-6.09,176.26,1.05,0.0195,-1000000.00,-1000000.00
441,-39.00,-404.59,2352.16,-5.86,-6.59,176.31,1.20,0.0223,-1000000.00,-1000000.00
442,-40.44,-403.22,2335.40,-5.89,-6.88,176.28,1.23,0.0213,-1000000.00,-1000000.00
443,-42.48,-402.40,2322.87,-5.23,-7.07,176.19,1.43,0.0174,-1000000.00,-1000000.00
444,-43.75,-399.25,2302.95,-5.31,-7.60,176.36,1.63,0.0198,-1000000.00,-1000000.00
445,-45.22,-399.18,2289.85,-5.35,-7.64,176.39,1.81,0.0180,-1000000.00,-1000000.00
446,-45.11,-397.68,2275.76,-5.50,-7.64,176.32,1.89,0.0165,-1000000.00,-1000000.00
447,-48.01,-396.09,2263.56,-5.19,-7.69,176.45,2.04,0.0173,-1000000.00,-1000000.00
448,-47.24,-393.19,2244.12,-5.42,-7.66,176.62,2.09,0.0169,-1000000.00,-1000000.00
449,-48.25,-392.44,2230.71,-5.36,-8.36,176.57,2.07,0.0223,-1000000.00,-1000000.00
450,132.21,-216.67,1855.20,-45.39,38.43,146.60,20.44,0.0203,-1000000.00,-1000000.00
451,132.21,-216.67,1855.20,-45.39,38.43,146.60,28.89,0.0211,-1000000.00,-1000000.00
452,132.21,-216.67,1855.20,-45.39,38.43,146.60,28.79,0.0188,-1000000.00,-1000000.00
453,132.21,-216.67,1855.20,-45.39,38.43,146.60,29.02,0.0197,-1000000.00,-1000000.00
454,132.21,-216.67,1855.20,-45.39,38.43,146.60,29.40,0.0192,-1000000.00,-1000000.00
455,132.21,-216.67,1855.20,-45.39,38.43,146.60,29.63,0.0204,-1000000.00,-1000000.00
456,-44.97,-381.07,2107.31,-8.17,-9.05,176.38,1.40,0.0170,-1000000.00,-1000000.00
457,-45.11,-377.23,2090.18,-8.61,-8.63,176.55,1.55,0.0173,-1000000.00,-1000000.00
458,-44.52,-375.31,2070.72,-8.35,-9.07,176.48,1.63,0.0159,-1000000.00,-1000000.00
459,-46.00,-373.29,2052.40,-8.10,-9.42,176.60,1.69,0.0195,-1000000.00,-1000000.00
460,-45.67,-372.80,2039.13,-8.54,-9.36,176.65,1.54,0.0177,-1000000.00,-1000000.00
461,-47.44,-370.95,2026.56,-7.98,-10.72,176.80,1.84,0.0187,-1000000.00,-1000000.00
462,-49.40,-370.05,2012.62,-7.76,-11.06,176.75,2.18,0.0181,-1000000.00,-1000000.00
463,-50.25,-368.19,2003.44,-7.76,-11.21,176.77,2.32,0.0182,-1000000.00,-1000000.00
464,-50.56,-365.84,1984.00,-7.96,-11.79,177.02,2.55,0.0180,-1000000.00,-1000000.00
465,-49.81,-363.32,1972.21,-8.28,-12.01,177.07,2.51,0.0181,-1000000.00,-1000000.00
466,-41.84,-362.18,1917.56,-8.69,-1.27,176.04,0.66,0.0182,-1000000.00,-1000000.00
467,-40.62,-361.14,1903.89,-9.11,-1.24,176.10,0.54,0.0194,-1000000.00,-1000000.00
468,-42.79,-357.69,1888.18,-8.69,-0.58,176.11,0.55,0.0197,-1000000.00,-1000000.00
469,-44.05,-355.59,1871.95,-8.45,0.01,176.04,0.68,0.0199,-1000000.00,-1000000.00
470,-41.87,-354.28,1851.24,-8.70,0.31,176.02,0.92,0.0222,-1000000.00,-1000000.00
471,-40.07,-352.25,1838.92,-8.83,-0.06,175.97,0.68,0.0171,-1000000.00,-1000000.00
472,-41.45,-352.31,1827.04,-8.27,-0.84,176.22,0.60,0.0227,-1000000.00,-1000000.00
473,-40.18,-349.47,1805.01,-8.51,-0.96,176.38,0.90,0.0172,-1000000.00,-1000000.00
474,-39.72,-348.39,1788.39,-8.78,-1.54,176.48,0.95,0.0167,-1000000.00,-1000000.00
475,-39.67,-346.09,1781.02,-8.77,-2.15,176.56,0.75,0.0177,-1000000.00,-1000000.00
476,-39.73,-345.85,1768.24,-8.17,-1.89,176.41,0.51,0.0181,-1000000.00,-1000000.00
477,-39.43,-344.93,1753.05,-8.28,-2.62,176.47,0.69,0.0202,-1000000.00,-1000000.00
478,-38.86,-342.14,1732.77,-8.29,-1.68,176.41,1.01,0.0188,-1000000.00,-1000000.00
479,-37.06,-339.56,1721.97,-8.53,-2.82,176.42,0.78,0.0175,-1000000.00,-1000000.00
480,-34.62,-337.59,1711.16,-8.33,-2.93,176.28,0.46,0.0177,-1000000.00,-1000000.00
481,-34.67,-337.11,1684.75,-9.09,-3.23,176.57,0.38,0.0179,-1000000.00,-1000000.00
482,-35.88,-333.94,1670.02,-8.59,-3.04,176.60,0.50,0.0181,-1000000.00,-1000000.00
483,-33.03,-330.44,1652.73,-8.67,-2.08,176.24,0.76,0.0188,-1000000.00,-1000000.00
484,-31.89,-329.20,1634.78,-8.80,-1.38,176.22,0.72,0.0176,-1000000.00,-1000000.00
485,-32.19,-329.64,1620.83,-8.74,-1.71,176.38,0.47,0.0165,-1000000.00,-1000000.00
486,-31.27,-327.34,1606.59,-8.59,-1.92,176.28,0.27,0.0200,-1000000.00,-1000000.00
487,-28.49,-323.34,1585.29,-8.95,-1.09,176.02,0.64,0.0157,-1000000.00,-1000000.00
488,-28.95,-322.33,1575.85,-8.63,-1.71,176.15,0.59,0.0165,-1000000.00,-1000000.00
489,-26.73,-322.41,1566.10,-8.57,-2.35,176.19,0.71,0.0150,-1000000.00,-1000000.00
490,-23.77,-319.56,1546.79,-8.81,-1.97,175.93,0.72,0.0181,-1000000.00,-1000000.00
491,-23.66,-318.72,1530.60,-8.73,-1.59,175.83,1.11,0.0180,-1000000.00,-1000000.00
492,-25.79,-316.85,1513.68,-8.15,-2.87,175.96,1.23,0.0160,-1000000.00,-1000000.00
493,-21.87,-314.50,1492.49,-8.44,-2.16,175.81,1.09,0.0167,-1000000.00,-1000000.00
494,-22.63,-312.03,1482.69,-8.60,-2.98,175.98,0.99,0.0175,-1000000.00,-1000000.00
495,-23.46,-309.25,1466.53,-8.51,-1.70,175.84,1.02,0.0179,-1000000.00,-1000000.00
496,-20.14,-308.45,1452.92,-9.22,-2.55,175.93,0.44,0.0166,-1000000.00,-1000000.00
497,-19.69,-306.17,1434.33,-8.90,-2.73,175.79,0.75,0.0162,-1000000.00,-1000000.00
498,-19.80,-303.33,1420.79,-9.08,-1.94,175.75,0.74,0.0158,-1000000.00,-1000000.00
499,-19.54,-302.61,1408.98,-8.60,-2.50,175.67,0.83,0.0212,-1000000.00,-1000000.00
500,-16.80,-300.50,1392.64,-8.81,-2.32,175.60,1.33,0.0180,-1000000.00,-1000000.00
501,-16.84,-299.28,1374.61,-8.78,-2.78,175.62,0.96,0.0202,-1000000.00,-1000000.00
502,-19.42,-299.55,1366.07,-8.40,-4.07,175.85,1.06,0.0183,-1000000.00,-1000000.00
503,-18.55,-298.28,1349.43,-8.18,-3.38,175.78,0.95,0.0170,-1000000.00,-1000000.00
504,-16.75,-295.21,1333.57,-8.62,-3.71,175.71,0.80,0.0164,-1000000.00,-1000000.00
505,-16.93,-291.87,1320.89,-8.58,-4.40,175.94,0.83,0.0169,-1000000.00,-1000000.00
506,-15.77,-289.58,1304.40,-8.64,-3.69,175.89,0.55,0.0212,-1000000.00,-1000000.00
507,-13.93,-286.94,1289.62,-8.51,-4.06,175.80,0.64,0.0180,-1000000.00,-1000000.00
508,-14.14,-288.65,1272.71,-8.44,-4.51,175.83,0.71,0.0205,-1000000.00,-1000000.00
509,-11.22,-287.98,1256.77,-8.81,-5.61,176.00,1.37,0.0182,-1000000.00,-1000000.00
510,-13.94,-284.55,1242.26,-8.43,-3.64,175.88,1.25,0.0184,-1000000.00,-1000000.00
511,-10.86,-282.34,1228.50,-8.78,-4.33,175.84,0.60,0.0183,-1000000.00,-1000000.00
512,-7.85,-280.79,1211.19,-8.86,-4.16,175.65,0.58,0.0160,-1000000.00,-1000000.00
513,-7.30,-277.55,1188.30,-9.67,-4.12,175.96,0.36,0.0176,-1000000.00,-1000000.00
514,-7.12,-275.93,1178.73,-9.31,-4.56,176.03,0.13,0.0177,-1000000.00,-1000000.00
515,-4.18,-274.16,1165.70,-9.56,-5.02,175.88,0.32,0.0176,-1000000.00,-1000000.00
516,-5.77,-274.94,1156.82,-9.14,-5.90,175.89,0.65,0.0185,-1000000.00,-1000000.00
517,-3.43,-273.68,1144.48,-9.32,-5.52,175.76,0.96,0.0168,-1000000.00,-1000000.00
518,1.41,-274.51,1129.59,-10.42,-5.71,175.58,2.27,0.0195,-1000000.00,-1000000.00
519,1.41,-274.51,1129.59,-10.42,-5.71,175.58,10.91,0.0174,-1000000.00,-1000000.00
520,1.41,-274.51,1129.59,-10.42,-5.71,175.58,11.71,0.0167,-1000000.00,-1000000.00
521,1.41,-274.51,1129.59,-10.42,-5.71,175.58,11.59,0.0171,-1000000.00,-1000000.00
522,1.41,-274.51,1129.59,-10.42,-5.71,175.58,12.77,0.0184,-1000000.00,-1000000.00
523,1.41,-274.51,1129.59,-10.42,-5.71,175.58,12.94,0.0185,-1000000.00,-1000000.00
524,1.41,-274.51,1129.59,-10.42,-5.71,175.58,inf,0.0158,-1000000.00,-1000000.00
